,CID,G_OMM,G_OMM_Tunit,G_OMM_NoT,G_OMM_NoM,G_OMM_NoF,G_OMM_Purp1,G_OMM_Purp2,G_OMM_Purp3,G_GiM_Better1,G_GiM_Better2,G_GiM_Better3,Survey_Round,Community,FID,P_ID,D_ID,T_ID,UC_ID,M_ID,G_GiM_Worse1,G_GiM_Worse2,G_GiM_Worse3,G_IG_HC1,G_IG_HC2,G_IG_HC3,G_IG_WU1,G_IG_WU2,G_IG_WU3,G_IG_SL1,G_IG_SL2,G_IG_SL3,G_Prgm_ID,G_Prgm_M,G_PrgmM_FIntro,G_PrgmM_NoHHB,G_Prgm_ILoM,G_Prgm_Purp1,G_Prgm_Purp2,G_Prgm_Purp3,G_Prgm_Decide,G_PrgmEffC_5y,G_Prgm_2007NoHHB,G_Prgm_Name,G_PrgmEffC_1y,G_PrgmM_StillRun
114,110243839,0.0,,,,,,,,4.0,10.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,110253940,1.0,7.0,2.0,150.0,,8.0,7.0,4.0,1.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,111264041,1.0,6.0,2.0,15.0,,2.0,7.0,8.0,7.0,7.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,111274142,0.0,,,,,,,,2.0,10.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,111274243,0.0,,,,,,,,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,111284344,1.0,6.0,1.0,50.0,,1.0,7.0,8.0,10.0,4.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,112294445,0.0,,,,,,,,10.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,112304546,0.0,,,,,,,,10.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,112304647,0.0,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,112314748,1.0,7.0,1.0,35.0,0.0,4.0,7.0,6.0,3.0,2.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,213324849,0.0,,,,,,,,10.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,213324952,1.0,7.0,2.0,30.0,25.0,8.0,,,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,213334950,1.0,6.0,2.0,6.0,5.0,8.0,1.0,,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,213335051,0.0,,,,,,,,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,214345253,1.0,4.0,4.0,30.0,2.0,11.0,12.0,13.0,7.0,12.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,214355354,1.0,7.0,2.0,100.0,,3.0,1.0,3.0,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,214365455,1.0,3.0,10.0,10.0,,4.0,3.0,8.0,2.0,8.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,214365556,1.0,7.0,3.0,250.0,270.0,3.0,2.0,1.0,2.0,5.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,215385657,0.0,,,,,,,,3.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,215395758,0.0,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,215395859,0.0,,,,,,,,3.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,215405960,0.0,,,,,,,,3.0,4.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,216416061,1.0,7.0,8.0,15.0,,4.0,7.0,8.0,2.0,6.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,216416162,0.0,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,216426263,1.0,7.0,3.0,25.0,,7.0,4.0,1.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,216436364,0.0,,,,,,,,2.0,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,217446465,1.0,2.0,7.0,55.0,,7.0,,,8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,217446566,1.0,7.0,1.0,20.0,,1.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,217446667,1.0,7.0,1.0,500.0,19.0,3.0,9.0,,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,217456768,0.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,318466869,1.0,7.0,3.0,10.0,,8.0,6.0,3.0,4.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,318466970,1.0,4.0,5.0,20.0,,4.0,6.0,8.0,6.0,10.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,318467071,1.0,4.0,1.0,8.0,,6.0,7.0,8.0,3.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,318467172,1.0,4.0,4.0,20.0,,6.0,7.0,8.0,6.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,319477273,1.0,4.0,2.0,20.0,,6.0,7.0,8.0,6.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,319477274,1.0,3.0,1.0,50.0,,7.0,6.0,8.0,4.0,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,319477374,1.0,3.0,1.0,34.0,,6.0,7.0,8.0,4.0,6.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,319487476,1.0,7.0,7.0,25.0,,7.0,6.0,8.0,4.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,101010101,1.0,4.0,4.0,45.0,-99.0,1.0,2.0,6.0,2.0,5.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,101010202,0.0,,,,,,,,7.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,101010203,1.0,4.0,1.0,50.0,-99.0,6.0,8.0,3.0,2.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,101020304,1.0,3.0,2.0,40.0,-99.0,4.0,6.0,8.0,4.0,3.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,102030405,1.0,3.0,1.0,10.0,-99.0,6.0,8.0,4.0,2.0,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,102030506,0.0,,,,,,,,1.0,3.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,102030607,0.0,,,,,,,,8.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,102040708,0.0,,,,,,,,4.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,103050809,0.0,,,,,,,,3.0,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,103060910,0.0,,,,,,,,3.0,4.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,103061011,0.0,,,,,,,,7.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,103071112,0.0,,,,,,,,3.0,7.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,104081213,1.0,3.0,1.0,10.0,-99.0,3.0,-99.0,,7.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,104081314,0.0,,,,,,,,2.0,4.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,104081415,0.0,,,,,,,,4.0,6.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,104091516,0.0,,,,,,,,1.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,105101617,1.0,4.0,3.0,50.0,-99.0,8.0,6.0,7.0,4.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,105101718,0.0,,,,,,,,3.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,105111819,0.0,,,,,,,,4.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,105121920,1.0,6.0,1.0,20.0,-99.0,3.0,-99.0,,4.0,3.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,106132021,0.0,,,,,,,,4.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,106132122,0.0,,,,,,,,4.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,106142223,0.0,,,,,,,,6.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,106142324,0.0,,,,,,,,6.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,107152425,1.0,6.0,2.0,200.0,-99.0,4.0,3.0,-99.0,4.0,10.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,107162526,1.0,6.0,4.0,90.0,-99.0,4.0,6.0,3.0,3.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,108182829,1.0,5.0,6.0,40.0,-99.0,7.0,6.0,4.0,4.0,2.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,108192930,1.0,2.0,35.0,30.0,10.0,4.0,6.0,8.0,4.0,10.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,108203031,1.0,6.0,2.0,20.0,-99.0,6.0,8.0,-99.0,4.0,10.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,108213132,1.0,3.0,6.0,20.0,-99.0,6.0,8.0,-99.0,4.0,10.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,109223233,0.0,,,,,,,,1.0,2.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,109223334,0.0,,,,,,,,4.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,109233435,0.0,,,,,,,,1.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,109233536,0.0,,,,,,,,2.0,4.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,110243637,0.0,,,,,,,,2.0,1.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,110243738,0.0,,,,,,,,9.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,110243839,1.0,6.0,3.0,50.0,-99.0,6.0,8.0,7.0,2.0,7.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,110253940,1.0,6.0,6.0,25.0,-99.0,7.0,6.0,8.0,4.0,8.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,111264041,0.0,,,,,,,,1.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,111274142,1.0,3.0,4.0,60.0,-99.0,4.0,6.0,7.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,111274243,1.0,4.0,3.0,80.0,-99.0,8.0,6.0,4.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,111284344,1.0,2.0,5.0,100.0,-99.0,6.0,8.0,4.0,2.0,5.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,112294445,1.0,6.0,5.0,20.0,-99.0,6.0,7.0,8.0,2.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,112304546,1.0,6.0,2.0,100.0,-99.0,8.0,7.0,6.0,10.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,112304647,0.0,,,,,,,,6.0,7.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,112314748,1.0,6.0,10.0,50.0,-99.0,8.0,7.0,6.0,10.0,6.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,213324849,0.0,,,,,,,,1.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,213324950,0.0,,,,,,,,3.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,213324952,0.0,,,,,,,,1.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,213335051,0.0,,,,,,,,1.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,214345253,1.0,6.0,1.0,60.0,-99.0,1.0,-99.0,,8.0,2.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,214365455,0.0,,,,,,,,1.0,7.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,214375556,0.0,,,,,,,,3.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,215385657,0.0,,,,,,,,4.0,10.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,215395758,1.0,1.0,2.0,20.0,-99.0,1.0,4.0,7.0,4.0,7.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,215395859,0.0,,,,,,,,3.0,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,215405960,0.0,,,,,,,,10.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,216416061,0.0,,,,,,,,7.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,216416162,0.0,,,,,,,,7.0,2.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,216426263,1.0,3.0,2.0,50.0,-99.0,6.0,4.0,-99.0,2.0,4.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,216436364,0.0,,,,,,,,7.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,217446465,0.0,,,,,,,,7.0,8.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,217446566,1.0,5.0,1.0,10.0,-99.0,1.0,2.0,3.0,4.0,7.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,217446667,0.0,,,,,,,,4.0,7.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,217456768,1.0,5.0,2.0,40.0,-99.0,1.0,2.0,-99.0,4.0,7.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,318466869,1.0,6.0,1.0,200.0,-99.0,3.0,-99.0,,4.0,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,318466970,0.0,,,,,,,,4.0,7.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,318467071,0.0,,,,,,,,4.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,318467172,1.0,6.0,2.0,30.0,15.0,3.0,2.0,-99.0,4.0,1.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,319477273,1.0,6.0,7.0,15.0,-99.0,6.0,7.0,-99.0,4.0,6.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,319477274,1.0,10.0,6.0,15.0,-99.0,7.0,3.0,4.0,3.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,319477375,1.0,6.0,4.0,50.0,-99.0,4.0,7.0,-99.0,3.0,1.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,319487476,1.0,6.0,7.0,30.0,-99.0,4.0,6.0,8.0,3.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,101010101,,,,,,,,,,,,1.0,1.0,1010101011.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,2009.0,15.0,3.0,6.0,4.0,,1.0,,,BISP,3.0,
226,101010202,,,,,,,,,,,,1.0,2.0,1010102022.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,1.0,1.0,2011.0,1.0,4.0,6.0,4.0,,1.0,,,Watan Card,,
227,101010203,,,,,,,,,,,,1.0,3.0,1010102033.0,1.0,1.0,1.0,2.0,3.0,,,,,,,,,,,,,1.0,1.0,2011.0,0.0,4.0,6.0,,,1.0,,,NRSP,,
228,101020304,,,,,,,,,,,,1.0,4.0,1010203044.0,1.0,1.0,2.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,PRSP,,
229,102030405,,,,,,,,,,,,1.0,1.0,1020304051.0,1.0,2.0,3.0,4.0,5.0,,,,,,,,,,,,,1.0,1.0,2009.0,1.0,4.0,4.0,6.0,9.0,4.0,,,Sindh RSP,,
230,102030405,,,,,,,,,,,,1.0,1.0,1020304051.0,1.0,2.0,3.0,4.0,5.0,,,,,,,,,,,,,4.0,1.0,2012.0,0.0,2.0,6.0,9.0,1.0,3.0,,,Sarhad RSP,,
231,102030506,,,,,,,,,,,,1.0,2.0,1020305062.0,1.0,2.0,3.0,5.0,6.0,,,,,,,,,,,,,1.0,1.0,2010.0,9.0,2.0,6.0,4.0,9.0,1.0,,,PPAF,,
232,102030506,,,,,,,,,,,,1.0,2.0,1020305062.0,1.0,2.0,3.0,5.0,6.0,,,,,,,,,,,,,3.0,1.0,1997.0,25.0,1.0,7.0,6.0,1.0,3.0,1.0,15.0,AKRSP,,
233,102030607,,,,,,,,,,,,1.0,3.0,1020306073.0,1.0,2.0,3.0,6.0,7.0,,,,,,,,,,,,,1.0,1.0,2009.0,16.0,4.0,4.0,6.0,9.0,1.0,1.0,,Aurat Foundation,,
234,102030607,,,,,,,,,,,,1.0,3.0,1020306073.0,1.0,2.0,3.0,6.0,7.0,,,,,,,,,,,,,3.0,1.0,1995.0,150.0,1.0,7.0,6.0,9.0,3.0,1.0,50.0,Edhi Foundation,,
235,102040708,,,,,,,,,,,,1.0,4.0,1020407084.0,1.0,2.0,4.0,7.0,8.0,,,,,,,,,,,,,1.0,1.0,2009.0,50.0,1.0,6.0,4.0,,1.0,,,Khushal Pakistan,,1.0
236,102040708,,,,,,,,,,,,1.0,4.0,1020407084.0,1.0,2.0,4.0,7.0,8.0,,,,,,,,,,,,,3.0,1.0,2005.0,100.0,1.0,7.0,6.0,9.0,5.0,3.0,30.0,BISP,3.0,
237,103050809,,,,,,,,,,,,1.0,1.0,1030508091.0,1.0,3.0,5.0,8.0,9.0,,,,,,,,,,,,,1.0,1.0,2009.0,4.0,4.0,4.0,6.0,3.0,3.0,,,Watan Card,,1.0
238,103060910,,,,,,,,,,,,1.0,2.0,1030609102.0,1.0,3.0,6.0,9.0,10.0,,,,,,,,,,,,,1.0,1.0,2010.0,15.0,2.0,4.0,6.0,3.0,3.0,,,NRSP,,
239,103061011,,,,,,,,,,,,1.0,3.0,1030610113.0,1.0,3.0,6.0,10.0,11.0,,,,,,,,,,,,,1.0,1.0,2010.0,2.0,3.0,6.0,4.0,,3.0,,,PRSP,,
240,103071112,,,,,,,,,,,,1.0,4.0,1030711124.0,1.0,3.0,7.0,11.0,12.0,,,,,,,,,,,,,1.0,1.0,2008.0,4.0,3.0,4.0,6.0,3.0,3.0,,,Sindh RSP,,
241,104081213,,,,,,,,,,,,1.0,1.0,1040812131.0,1.0,4.0,8.0,12.0,13.0,,,,,,,,,,,,,1.0,1.0,2009.0,21.0,2.0,4.0,3.0,6.0,1.0,,,Sarhad RSP,,
242,104081314,,,,,,,,,,,,1.0,2.0,1040813142.0,1.0,4.0,8.0,13.0,14.0,,,,,,,,,,,,,1.0,1.0,2008.0,125.0,1.0,6.0,4.0,3.0,1.0,,,PPAF,,
243,104081415,,,,,,,,,,,,1.0,3.0,1040814153.0,1.0,4.0,8.0,14.0,15.0,,,,,,,,,,,,,1.0,1.0,2008.0,70.0,3.0,6.0,4.0,3.0,1.0,,,AKRSP,,
244,104081415,,,,,,,,,,,,1.0,3.0,1040814153.0,1.0,4.0,8.0,14.0,15.0,,,,,,,,,,,,,12.0,1.0,1995.0,80.0,2.0,3.0,6.0,,1.0,2.0,30.0,Aurat Foundation,,
245,104091516,,,,,,,,,,,,1.0,4.0,1040915164.0,1.0,4.0,9.0,15.0,16.0,,,,,,,,,,,,,1.0,1.0,2008.0,30.0,4.0,4.0,6.0,5.0,4.0,,,Edhi Foundation,,
246,104091516,,,,,,,,,,,,1.0,4.0,1040915164.0,1.0,4.0,9.0,15.0,16.0,,,,,,,,,,,,,3.0,1.0,1994.0,160.0,2.0,3.0,6.0,4.0,5.0,2.0,50.0,Khushal Pakistan,,
247,104091516,,,,,,,,,,,,1.0,4.0,1040915164.0,1.0,4.0,9.0,15.0,16.0,,,,,,,,,,,,,11.0,1.0,2001.0,0.0,2.0,2.0,5.0,6.0,1.0,3.0,10.0,BISP,3.0,1.0
248,105101617,,,,,,,,,,,,1.0,1.0,1051016171.0,1.0,5.0,10.0,16.0,17.0,,,,,,,,,,,,,1.0,1.0,2010.0,15.0,3.0,4.0,6.0,9.0,4.0,,,Watan Card,,1.0
249,105101718,,,,,,,,,,,,1.0,2.0,1051017182.0,1.0,5.0,10.0,17.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,NRSP,,
250,105111819,,,,,,,,,,,,1.0,3.0,1051118193.0,1.0,5.0,11.0,18.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,PRSP,,1.0
251,105121920,,,,,,,,,,,,1.0,4.0,1051219204.0,1.0,5.0,12.0,19.0,20.0,,,,,,,,,,,,,1.0,1.0,2011.0,20.0,2.0,6.0,3.0,4.0,3.0,,,Sindh RSP,,
252,106132021,,,,,,,,,,,,1.0,1.0,1061320211.0,1.0,6.0,13.0,20.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,Sarhad RSP,,
253,106132122,,,,,,,,,,,,1.0,2.0,1061321222.0,1.0,6.0,13.0,21.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,PPAF,,
254,106142223,,,,,,,,,,,,1.0,3.0,1061422233.0,1.0,6.0,14.0,22.0,23.0,,,,,,,,,,,,,1.0,1.0,2010.0,20.0,3.0,6.0,4.0,,4.0,,,AKRSP,,
255,106142223,,,,,,,,,,,,1.0,3.0,1061422233.0,1.0,6.0,14.0,22.0,23.0,,,,,,,,,,,,,2.0,1.0,2010.0,20.0,3.0,11.0,3.0,,4.0,,,Aurat Foundation,,
256,106142324,,,,,,,,,,,,1.0,4.0,1061423244.0,1.0,6.0,14.0,23.0,24.0,,,,,,,,,,,,,2.0,1.0,2010.0,15.0,3.0,5.0,11.0,,4.0,,,Edhi Foundation,,
257,107152425,,,,,,,,,,,,1.0,1.0,1071524251.0,1.0,7.0,15.0,24.0,25.0,,,,,,,,,,,,,1.0,1.0,2010.0,,2.0,6.0,4.0,,1.0,,,Khushal Pakistan,,
258,107162526,,,,,,,,,,,,1.0,2.0,1071625262.0,1.0,7.0,16.0,25.0,26.0,,,,,,,,,,,,,1.0,1.0,2011.0,20.0,3.0,3.0,6.0,,1.0,,,BISP,3.0,
259,107162627,,,,,,,,,,,,1.0,3.0,1071626273.0,1.0,7.0,16.0,26.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,Watan Card,,
260,107172728,,,,,,,,,,,,1.0,4.0,1071727284.0,1.0,7.0,17.0,27.0,28.0,,,,,,,,,,,,,1.0,1.0,2011.0,100.0,3.0,3.0,4.0,6.0,1.0,,,NRSP,,
261,107172728,,,,,,,,,,,,1.0,4.0,1071727284.0,1.0,7.0,17.0,27.0,28.0,,,,,,,,,,,,,2.0,1.0,2011.0,150.0,1.0,11.0,6.0,5.0,2.0,,,PRSP,,
262,107172728,,,,,,,,,,,,1.0,4.0,1071727284.0,1.0,7.0,17.0,27.0,28.0,,,,,,,,,,,,,3.0,1.0,2009.0,3.0,4.0,1.0,2.0,3.0,2.0,,,Sindh RSP,,
263,108182829,,,,,,,,,,,,1.0,1.0,1081828291.0,1.0,8.0,18.0,28.0,29.0,,,,,,,,,,,,,1.0,1.0,2009.0,10.0,3.0,4.0,6.0,9.0,2.0,2.0,,Sarhad RSP,,
264,108182829,,,,,,,,,,,,1.0,1.0,1081828291.0,1.0,8.0,18.0,28.0,29.0,,,,,,,,,,,,,3.0,1.0,2008.0,20.0,3.0,6.0,3.0,,5.0,2.0,,PPAF,,
265,108192930,,,,,,,,,,,,1.0,2.0,1081929302.0,1.0,8.0,19.0,29.0,30.0,,,,,,,,,,,,,1.0,1.0,2010.0,3.0,4.0,4.0,6.0,,2.0,,,AKRSP,,
266,108192930,,,,,,,,,,,,1.0,2.0,1081929302.0,1.0,8.0,19.0,29.0,30.0,,,,,,,,,,,,,3.0,1.0,2008.0,30.0,2.0,3.0,1.0,,1.0,1.0,,Aurat Foundation,,1.0
267,108203031,,,,,,,,,,,,1.0,3.0,1082030313.0,1.0,8.0,20.0,30.0,31.0,,,,,,,,,,,,,1.0,1.0,2009.0,10.0,3.0,4.0,6.0,,3.0,,,Edhi Foundation,,
268,108203031,,,,,,,,,,,,1.0,3.0,1082030313.0,1.0,8.0,20.0,30.0,31.0,,,,,,,,,,,,,3.0,1.0,2007.0,30.0,3.0,6.0,1.0,3.0,3.0,3.0,,Khushal Pakistan,,
269,108213132,,,,,,,,,,,,1.0,4.0,1082131324.0,1.0,8.0,21.0,31.0,32.0,,,,,,,,,,,,,1.0,1.0,2010.0,7.0,2.0,4.0,6.0,,1.0,2.0,,BISP,2.0,
270,108213132,,,,,,,,,,,,1.0,4.0,1082131324.0,1.0,8.0,21.0,31.0,32.0,,,,,,,,,,,,,3.0,1.0,2009.0,25.0,1.0,6.0,,,1.0,2.0,,Watan Card,,
271,109223233,,,,,,,,,,,,1.0,1.0,1092232331.0,1.0,9.0,22.0,32.0,33.0,,,,,,,,,,,,,1.0,1.0,2009.0,16.0,2.0,6.0,4.0,3.0,1.0,,,NRSP,,
272,109223233,,,,,,,,,,,,1.0,1.0,1092232331.0,1.0,9.0,22.0,32.0,33.0,,,,,,,,,,,,,3.0,1.0,1996.0,12.0,3.0,3.0,6.0,5.0,3.0,,,PRSP,,1.0
273,109223334,,,,,,,,,,,,1.0,2.0,1092233342.0,1.0,9.0,22.0,33.0,34.0,,,,,,,,,,,,,1.0,1.0,2009.0,25.0,3.0,4.0,6.0,,1.0,,,Sindh RSP,,
274,109223334,,,,,,,,,,,,1.0,2.0,1092233342.0,1.0,9.0,22.0,33.0,34.0,,,,,,,,,,,,,3.0,1.0,2011.0,0.0,1.0,2.0,5.0,7.0,1.0,,,Sarhad RSP,,
